Store Name,Store Location,Address,City,State,Zip Code,Latitude,Longitude,County
Rogers,NWC I-94 & Hwy 101,21615 S Diamond Lake Rd,Rogers,MN,55374-8893,45.1971739,-93.5541264,Hennepin County
Humble,SWC Townsen Blvd & US 59,20777 Hwy 59 N,Humble,TX,77338-2209,30.0190091,-95.2687114,Harris County
Houston North Central,SWC Cypresswood Dr & I-45,19511 I H 45,Spring,TX,77388-6015,30.0498983,-95.43522,Harris County
Pearland,SEC Rte 288 & Rte 518,3045 Silverlake Village St,Pearland,TX,77584-8080,29.5531878,-95.3833335,Brazoria County
Homewood,SEC Halsted St & 175th St,17605 S Halsted St,Homewood,IL,60430-2007,41.5691885,-87.6336619,Cook County
McDonough,NWC I-75 & Jonesboro Rd,1850 Jonesboro Rd,Mcdonough,GA,30253-5960,33.4678175,-84.21687,Henry County
Las Vegas Far NW,NEC US 95 & Centennial Pkwy,6480 Sky Pointe Dr,Las Vegas,NV,89131-4038,36.2801017,-115.2643853,Clark County
Boardman,SWC US 224 & Eisenhower Dr,417 Boardman Poland Rd,Boardman,OH,44512-4907,41.0206212,-80.6462686,Mahoning County
Greenwich Township,NEC US 22 & I-78,1204 New Brunswick Ave,Phillipsburg,NJ,08865-4124,40.6741001,-75.1343848,Warren County
Novi,SEC Grand River Ave & Wixom Rd,27100 Wixom Rd,Novi,MI,48374-1115,42.487753,-83.5341468,Oakland County
Shelby Township,SEC 26 Mile Rd & Van Dyke,8200 26 Mile Rd,Shelby Township,MI,48316-5132,42.7109784,-83.0316345,Macomb County
Clark,SWC Garden State Pkwy & Central Ave,45 Central Ave,Clark,NJ,07066-1421,40.6280904,-74.3079005,Union County
Dothan,NWC US Hwy 231 & Murphy Mill Rd,4601 Montgomery Hwy,Dothan,AL,36303-1522,31.2658928,-85.446283,Houston County
Monroe,NWC I-20 & Pecanland Rd,4103 Pecanland Mall Dr,Monroe,LA,71203-7009,32.5003396,-92.0701378,Ouachita Parish
Fayetteville,SEC Van Asche Dr & Steele Blvd,3545 N Shiloh Dr,Fayetteville,AR,72703-5359,36.1163477,-94.1557797,Washington County
Aurora,NEC Alameda Ave & I-225,14200 E Ellsworth Ave,Aurora,CO,80012-1402,39.7158711,-104.8217297,Arapahoe County
Hayward,NEC Industrial Pkwy & Whipple Rd,2499 Whipple Rd,Hayward,CA,94544-7807,37.6076346,-122.0622772,Alameda County
Lafayette,NWC Ambsdr Caffrey Pkwy & Kaliste,4313 Ambassador Caffery Pkwy,Lafayette,LA,70508-6703,30.1607056,-92.0490258,Lafayette Parish
Dickson City,SEC Bus Rte 6 & Commerce Blvd,1140 Commerce Blvd,Dickson City,PA,18519-1688,41.4676382,-75.6389522,Lackawanna County
Clay,NWC Rte 31 & Rte 481,3857 State Route 31,Liverpool,NY,13090-1309,43.1881875,-76.2469252,Onondaga County
Fayetteville,NWC Rte 5 & Burdick St,340 Towne Dr,Fayetteville,NY,13066-1371,43.0316236,-76.0203722,Onondaga County
Clifton Park,SEC Rte 146 & I-87,26 Crossing Blvd,Clifton Park,NY,12065-4180,42.8568963,-73.7723304,Saratoga County
Barboursville,NEC I-64 & Merritts Creek Rd,2070 Thundering Herd Rd,Barboursville,WV,25504-2600,38.4208148,-82.2845478,Cabell County
Bashford Manor,SWC Bardstown Rd & Bashford Manor,3600 Mall Rd,Louisville,KY,40218-5403,38.1983384,-85.6713083,Jefferson County
Plantation,SWC Broward Blvd & University Dr,8201 Federated West Roadway,Plantation,FL,33324-2719,26.1177145,-80.2586361,Broward County
Evansville,SEC Lloyd Exprwy & Burkhardt,6625 E Lloyd Expy,Evansville,IN,47715-2757,37.9755892,-87.4700017,Vanderburgh County
Holland,SEC US 31 & Greenly St,3456 W Shore Dr,Holland,MI,49424-9699,42.8313929,-86.0913634,Ottawa County
Bellevue,SWC Allouez Ave & Hwy GV,2050 Lime Kiln Rd,Green Bay,WI,54311-6264,44.4658399,-87.9862636,Brown County
Lakeville,NEC I-35 & 185th St,18275 Kenrick Ave,Lakeville,MN,55044-7306,44.6844042,-93.2913958,Dakota County
Santee,NEC Mission Gorge Rd & Cuyamaca St,9846 Mission Gorge Rd,Santee,CA,92071-3834,32.8387325,-116.9812334,San Diego County
North Druid Hills,NEC Druid Hills Rd & Briarcliff Rd,2400 N Druid Hills Rd NE,Atlanta,GA,30329-3211,33.8286195,-84.3249788,Dekalb County
Mission,NEC Shawnee Mission Pkwy & Metcalf,6100 Broadmoor St,Mission,KS,66202-3229,39.017937,-94.6646408,Johnson County
Chicago South,NWC 87th & Cottage Grove,8560 S Cottage Grove Ave,Chicago,IL,60619-6116,41.7395161,-87.6067709,Cook County
Garland East,SWC Rt 190 & N Garland Rd,5301 N Garland Ave,Garland,TX,75040-2716,32.9656504,-96.6468061,Dallas County
McAllen North,NEC 10th St & Trenton Rd,7400 N 10th St,Mcallen,TX,78504-7700,26.2686884,-98.2160348,Hidalgo County
East Hanover,NEC Rte 10 & Ramada Dr,130 State Route 10,East Hanover,NJ,07936-2103,40.8114853,-74.3825933,Morris County
New Hartford,NEC Rt. 5 & 5A,1 Sangertown Sq Ste 3,New Hartford,NY,13413-1595,43.0837767,-75.3162279,Oneida County
Summerville,NWC I-26 & US 17 Alt.,450 Azalea Square Blvd,Summerville,SC,29483-7321,33.0407073,-80.1572995,Berkeley County
Kingston,NWC Rt 3 & Smiths Ln,101 Independence Mall Way,Kingston,MA,02364-3048,41.9747054,-70.7125546,Plymouth County
Westborough,SWC Rte 9 & Otis St,330 Turnpike Rd,Westborough,MA,01581-2813,42.2798732,-71.6552943,Worcester County
Fleming Island,NWC US 17 & Hwy 220,1490 County Rd 220,Orange Park,FL,32003-7927,30.1021063,-81.7256735,Clay County
Slidell,NWC I-12 & Airport Rd,61121 Airport Rd,Slidell,LA,70460-6838,30.317311,-89.8300557,St Tammany Parish
Opelika,NWC I-85 & Hwy 280,2640 Enterprise Dr,Opelika,AL,36801-1511,32.6204329,-85.4050396,Lee County
Denver West,SEC Denver W Marriott & Colfax Ave,14500 W Colfax Ave Unit B1,Lakewood,CO,80401-3203,39.7334764,-105.1571457,Jefferson County
Colorado Springs East,NEC Carefree Circle & Powers Blvd,3810 Bloomington St,Colorado Springs,CO,80922-3203,38.8884577,-104.7173892,El Paso County
Roseville North,NWC Hwy 65 & Pleasant Grove Blvd,10451 Fairway Dr,Roseville,CA,95678-1987,38.7911617,-121.2902766,Placer County
Wake Forest,SWC US 1 & Hwy 98,12000 Retail Dr,Wake Forest,NC,27587-7353,35.9748697,-78.5418068,Wake County
Mooresville,NWC NC 150 & Bluefield Rd,594 River Hwy,Mooresville,NC,28117-6829,35.5982482,-80.8716965,Iredell County
Odessa,NEC E 42nd St & Grandview Ave,3909 E 42nd St,Odessa,TX,79762-5939,31.8922311,-102.3475179,Ector County
Richmond,SWC I-80 & MacDonald Ave,4500 Macdonald Ave,Richmond,CA,94805-2307,37.9322013,-122.3274211,Contra Costa County
Lansing,NWC SR 13 & Triphammer Rd,40 Catherwood Rd,Ithaca,NY,14850-1056,42.4838014,-76.4908843,Tompkins County
South County,SWC Lindbergh Blvd & I-55,4250 Rusty Rd,Saint Louis,MO,63128-1973,38.5062149,-90.339748,St Louis County
Allentown,SWC Cedar Crest Blvd & Walbert,1600 N Cedar Crest Blvd,Allentown,PA,18104-2318,40.6129272,-75.5354339,Lehigh County
Hendersonville,NWC New Shackle Island Rd & Vietnam,1004 Andrews Run,Hendersonville,TN,37075-1232,36.334702,-86.6255388,Sumner County
Miramar,NEC Miramar Pkwy & SW 172nd Av,16901 Miramar Pkwy,Miramar,FL,33027-4528,25.9805959,-80.3718846,Broward County
Louisville Jefferson Pavilion,NEC SR 1065 & Jefferson Blvd,7311 Jefferson Blvd,Louisville,KY,40219-6178,38.146141,-85.6731178,Jefferson County
North Richland Hills,SWC Davis Blvd & Precinct Line Rd,8532 Davis Blvd,North Richland Hills,TX,76182-8300,32.9096404,-97.1885501,Tarrant County
Hampton Village,SWC Chippewa St & Hampton Ave,4255 Hampton Ave,Saint Louis,MO,63109-2120,38.5926948,-90.2956254,
Marlborough,NWC Donald Lynch Blvd & Bigelow St,423 Donald Lynch Blvd,Marlborough,MA,01752-4709,42.3600819,-71.6069448,Middlesex County
Flower Mound,NWC Dixon Ln & FM 2499,5959 Long Prairie Rd,Flower Mound,TX,75028-2224,33.0675359,-97.0838766,Denton County
Orlando Millenia,NEC I-4 & Conroy Rd,4750 Millenia Plaza Way,Orlando,FL,32839-2434,28.493266,-81.4306696,Orange County
Clermont,NEC Hwy 50 & Hancock Rd,2660 East Hwy 50,Clermont,FL,34711-6034,28.5497361,-81.7053192,Lake County
Hooksett,SEC I-93 & Rt 3A,100 Quality Dr,Hooksett,NH,03106-2651,43.0451528,-71.4604713,Merrimack County
Niskayuna,NEC Balltown Rd & Hwy 5,428 Balltown Rd,Schenectady,NY,12304-2245,42.7754012,-73.8894077,Schenectady County
Red Wing,NEC US 61 & Tyler Rd,151 Tyler Rd N,Red Wing,MN,55066-1865,44.5693138,-92.5827678,Goodhue County
Balcones Heights Crossroads,SEC Fredericksburg Rd. & NW Loop 410,4522 Fredricksburg Rd,Balcones Heights,TX,78201-6521,29.4931108,-98.5509826,Bexar County
Las Vegas Far SW,SWC I-215 & Flamingo Rd,4155 S Grand Canyon Dr,Las Vegas,NV,89147-7123,36.1141935,-115.3118016,Clark County
Silverthorne,SWC State Hwy 9 & Annie Rd,715 Blue River Pkwy,Silverthorne,CO,80498-9224,39.6377346,-106.078123,Summit County
Manteca,SWC CA 99 & Yosemite Ave,280 Spreckels Ave,Manteca,CA,95336-6005,37.7944727,-121.1967967,San Joaquin County
Sacramento SW,NWC Hwy 99 & Calvine Rd,8101 Cosumnes River Blvd,Sacramento,CA,95823-5415,38.4590783,-121.4133343,Sacramento County
Bethel,SEC Sky Edge Ln & Hwy 6,7 Stony Hill Rd,Bethel,CT,06801-1030,41.4143179,-73.4019723,Fairfield County
Mt Pleasant,SEC Rifle Range Rd & Rt 517,1300 Long Grove Dr,Mount Pleasant,SC,29464-9462,32.8243935,-79.8179798,Charleston County
Muncie,NWC Barr St & McGalliard Rd,3601 N Barr St,Muncie,IN,47303-1246,40.2222554,-85.3812883,Delaware County
Waco,NWC Bosque Blvd & Wooded Acres Dr,5401 Bosque Blvd,Waco,TX,76710-4442,31.5344116,-97.1924707,McLennan County
Nashua NW,NWC Rt 101A & Cellu Dr,600 Amherst St,Nashua,NH,03063-1002,42.7983188,-71.5365639,Hillsborough County
Alexandria Hybla Valley,NWC US 1 & Southgate Dr,6600 Richmond Hwy,Alexandria,VA,22306-6601,38.7756108,-77.0831827,Fairfax County
West Chester Township,NEC Tylersville Rd & Cox Rd,7644 Voice of America Center Dr,West Chester,OH,45069-2794,39.3564101,-84.361086,Butler County
Galveston,NWC Broadway Ave & 61st St,6128 Broadway St,Galveston,TX,77551-1030,29.290677,-94.840335,Galveston County
Mansfield,SWC US 287 & Debbie Lane,1801 Highway 287 N,Mansfield,TX,76063-7533,32.5897783,-97.144564,Tarrant County
Bellevue,NWC Rt 370 & 36th St,3808 Twin Creek Dr,Bellevue,NE,68123-4163,41.1426445,-95.970031,Sarpy County
Belton,NWC Rt 58/North Ave & Mullen Rd,1106 E North Ave,Belton,MO,64012-5104,38.81621,-94.5157484,Cass County
Shiloh,SEC I-64 & Green Mount Rd,3400 Green Mountcrossing Dr,Shiloh,IL,62269-7277,38.5729867,-89.9232994,St Clair County
Kalispell,SEC US 93 & W Reserve Rd,2365 US Highway 93 N,Kalispell,MT,59901-2558,48.2357385,-114.326022,Flathead County
Pikesville,SEC I-695 & Reistertown Rd,1737 Reisterstown Rd,Pikesville,MD,21208-2907,39.3850103,-76.7312057,Baltimore County
Austin East,NEC I-35 & Cameron Rd,5621 N I H 35,Austin,TX,78723-2431,30.3164164,-97.7060882,Travis County
Olathe South,SEC I-35 & 151st St.,20255 W 154th St,Olathe,KS,66062-7055,38.8484772,-94.8200198,Johnson County
Stamford,SEC Washington Blvd & Broad St,21 Broad St,Stamford,CT,06901-2309,41.0550631,-73.5418975,Fairfield County
Colerain,SEC Colerain Ave & Compton Rd,9040 Colerain Ave,Cincinnati,OH,45251-2402,39.2357067,-84.5888296,Hamilton County
East Point,NWC I-285 & Camp Creek Pkwy,3660 Marketplace Blvd,East Point,GA,30344-5738,33.6593962,-84.4992211,Fulton County
Moorpark,SWC Rt 23 & NewLosAngelesAve,800 New Los Angeles Ave,Moorpark,CA,93021-3585,34.2782751,-118.8671988,Ventura County
Corona,NEC I-15 & Cajalco Canyon Rd,2615 Tuscanny St,Corona,CA,92881-4631,33.8266102,-117.5162314,Riverside County
Centerville,SEC I-15 & Parrish Lane,200 N Market Place Dr,Centerville,UT,84014-1752,40.9182048,-111.8865262,Davis County
Fort Union,SEC 7000 South & 1300 East,7025 S Park Centre Dr,Salt Lake City,UT,84121-6619,40.6225687,-111.8496524,Salt Lake County
Sandy South Towne,NWC 10200 South & State St,10130 S State St,Sandy,UT,84070-4118,40.567223,-111.893632,Salt Lake County
Riverdale,SEC Riverdale Rd & I-84,1135 W Riverdale Rd,Riverdale,UT,84405-3722,41.1732224,-112.0066161,Weber County
Orem State Street,SWC Center St & Orem Blvd,175 W Center St,Orem,UT,84057-4607,40.2952422,-111.6990958,Utah County
Layton,SEC I15 & Antelope Dr,815 W 2000 N,Layton,UT,84041-1632,41.0876673,-111.9804313,Davis County
Olathe,SEC I-35 & 119th,15345 W 119th St,Olathe,KS,66062-1074,38.9100602,-94.7644775,Johnson County
Overland Park,SWC Metcalf & 123rd St,12200 Blue Valley Pkwy,Overland Park,KS,66213-2639,38.9076271,-94.6750347,Johnson County
Shawnee,NWC Shawnee Mission & Lackman,15700 Shawnee Mission Pkwy,Shawnee,KS,66217-9321,39.0105341,-94.7680112,Johnson County
Waterford Lakes,NEC Alafaya Trail & Eastern Ex,325 N Alafaya Trl,Orlando,FL,32828-7012,28.5529785,-81.2008571,Orange County
Roswell,NWC Rte 92 & Hardscrabble Rd,1135 Woodstock Rd,Roswell,GA,30075-2231,34.0642597,-84.397599,Fulton County
Lafayette,NWC Shenandoah & Rte 26,3630 South Street,Lafayette,IN,47905-4807,40.4199362,-86.8473366,Tippecanoe County
Frisco,NWC Rte 121 & Preston Rd,3201 Preston Rd,Frisco,TX,75034-9446,33.1058368,-96.8058492,Collin County
Plano West,NEC Dallas N Tollway & W Park Blvd,2200 Dallas Pkwy,Plano,TX,75093-4300,33.0304051,-96.8270449,Collin County
Watauga,SEC US 377 & Bursey Rd,8000 Denton Hwy,Watauga,TX,76148-2464,32.8890977,-97.2574185,Tarrant County
Hurst,NEC Precinct Ln & Bedford Euless,1400 Precinct Line Rd,Hurst,TX,76053-3828,32.8366561,-97.1833326,Tarrant County
Ankeny,NWC I-35 & 78th Ave NE,2135 SE Delaware Ave,Ankeny,IA,50021-4592,41.7094425,-93.5780788,Polk County
Cedar Rapids North,NWC Blairs Ferry Rd & Rockwell Dr,1030 Blairs Ferry Rd NE,Cedar Rapids,IA,52402-1220,42.0371478,-91.6509265,Linn County
Superior,SWC Hwy 36 & McCaslin Blvd,400 Marshall Rd,Superior,CO,80027-8623,39.9565708,-105.1744419,Boulder County
Cityview,NEC Bryant Irvin & Overton Rdg,5700 Overton Ridge Blvd,Fort Worth,TX,76132-3220,32.6792636,-97.4128183,Tarrant County
Cedar Rapids South,SWC Edgewood Rd & 33 Ave SW,3400 Edgewood Rd SW,Cedar Rapids,IA,52404-7214,41.9447938,-91.7174781,Linn County
Birmingham 280 Corridor,SWC US 280 & River Rd,4616 Highway 280,Birmingham,AL,35242-5028,33.4253682,-86.712508,Shelby County
Trussville,NEC Gadsden Hwy & Morris Spg Ln,1654 Gadsden Hwy,Birmingham,AL,35235-3104,33.6053698,-86.637484,Jefferson County
Eau Claire,NEC US 53 & CR AA,3649 S Hastings Way,Eau Claire,WI,54701-8182,44.7813438,-91.4335332,Eau Claire County
North Dallas Coit Road,NWC N Coit Rd & W Campbell Rd,16731 Coit Rd,Dallas,TX,75248-1750,32.9826759,-96.7701528,Dallas County
Denver SW,NEC W Bowles & W Cross Dr,9390 W Cross Dr,Littleton,CO,80123-2202,39.6107808,-105.1018072,Jefferson County
Omaha West,NEC W Center Rd & 180th St,17810 W Center Rd,Omaha,NE,68130-2308,41.2364016,-96.1933926,Douglas County
Lauderhill,SWC University Dr & Commercial Blvd,7730 W Commercial Blvd,Lauderhill,FL,33351-4301,26.1912233,-80.2537233,Broward County
Woodstock,SWC State Rte 92 & I-575,140 Woodstock Square Ave,Woodstock,GA,30189-6500,34.0853404,-84.546396,Cherokee County
Tulsa SE,NEC US 169 & 71st St,10711 E 71st St,Tulsa,OK,74133-2522,36.0625841,-95.8571252,Tulsa County
Grand Forks,SWC Hwy81/32nd Ave & 34th St,3601 32nd Ave S,Grand Forks,ND,58201-5911,47.8864838,-97.0800642,Grand Forks County
Dallas NE,NWC Skillman St & Abrams Rd,6419 Skillman St,Dallas,TX,75231-7109,32.8657594,-96.7457433,Dallas County
San Antonio West,SEC 1604 Loop & Bandera Rd,11311 Bandera Rd,San Antonio,TX,78250-6812,29.5477102,-98.6631862,Bexar County
Sugar Land,SWC US 59 & Rte 6,16300 Southwest Fwy,Sugar Land,TX,77479-2371,29.5962451,-95.6276874,Fort Bend County
Tuscaloosa,SEC McFarland Blvd & 15th St,1901 13th Ave E,Tuscaloosa,AL,35404-4785,33.1925066,-87.5182469,Tuscaloosa County
Avon,SWC Hwy 36 & 1050 Rd,10209 E US Highway 36,Avon,IN,46123-7985,39.7603615,-86.3423189,Hendricks County
Southport,NEC I-65 & Southport,4850 E Southport Rd,Indianapolis,IN,46237-3321,39.66587,-86.08411,Marion County
Hunters Creek,SWC Orange Blossom & Cntrl FL Grnwy,2155 Town Center Blvd,Orlando,FL,32837-6801,28.3699325,-81.4077514,Orange County
Urbandale,SEC I-35/80 & Urbandale Dr,11148 Plum Dr,Urbandale,IA,50322-6328,41.6473821,-93.7666185,Polk County
Waterloo,NWC E San Marnan Dr & Sear St,1501 E San Marnan Dr,Waterloo,IA,50702-4300,42.4656904,-92.3279134,Black Hawk County
Charlotte East,SWC Albemarle Rd & Harrsiburg Rd,8830 Albemarle Rd,Charlotte,NC,28227-2616,35.2086843,-80.6947196,Mecklenburg County
Raleigh NW,NWC I-540 & US 70,8651 Brier Creek Pkwy,Raleigh,NC,27617-7325,35.9025977,-78.7852636,Wake County
Port Orange,NEC I-95 & Dunlawton Ave,1771 Dunlawton Ave,Port Orange,FL,32127-4757,29.1102209,-81.0287449,Volusia County
East Greenbush,NWC US 4 & CR 43,625 3rd Ave Ext,Rensselaer,NY,12144-5618,42.6451422,-73.7011442,Rensselaer County
Austin NW,NEC US 183 & Lakestop Blvd,10900 Lakeline Mall Dr,Austin,TX,78717-5924,30.4763797,-97.7964729,Williamson County
Riverdale,SWC I-87 & Kingsbridge Rd,40 W 225th St,Bronx,NY,10463-7016,40.8734614,-73.9078734,New York County
Machesney Park,NEC Hwy 173 & N Alpine Rd,9833 N Alpine Rd,Machesney Park,IL,61115-1681,42.3676015,-89.0276621,Winnebago County
Sioux City,SEC US 20 & Sunnybrook Dr,5775 Sunnybrook Dr,Sioux City,IA,51106-4247,42.4482279,-96.3336181,Woodbury County
Algonquin,NWC Randall Rd & Harnish Dr,750 S Randall Rd,Algonquin,IL,60102-5915,42.162291,-88.3393519,McHenry County
Newington,SWC US 5 & Richard St,3265 Berlin Turnpike,Newington,CT,06111-5101,41.6610476,-72.7251604,Hartford County
Salem,NEC Highland Ave & 1st St,227 Highland Ave,Salem,MA,01970-1830,42.503357,-70.9191891,Essex County
University Heights,SEC Cedar Rd & Warrensville Ctr,14070 Cedar Rd,University Heights,OH,44118-3216,41.500621,-81.5328643,Cuyahoga County
Visalia,SWC Cameron & Mooney Blvd,4247 S Mooney Blvd,Visalia,CA,93277-9146,36.2921943,-119.3172377,Tulare County
Glendale,SEC Colorado Blvd & Alameda Av,4301 E Virginia Ave,Glendale,CO,80246-1510,39.7084319,-104.9371056,Arapahoe County
Asheville,SWC S Tunnel Rd & SwannanoaRd,115 River Hills Rd,Asheville,NC,28805-2550,35.5735729,-82.5223728,Buncombe County
Spring Valley,NEC New Clarkstown Rd & Rt 59,50 Spring Valley Market Pl,Spring Valley,NY,10977-5213,41.104651,-74.0230303,Rockland County
Philadelphia NE,NWC US1/Roosevelt Blvd & Haldeman,11000 Roosevelt Blvd Ste 3,Philadelphia,PA,19116-3961,40.1026859,-75.01023,Philadelphia County
Texarkana,NWC I-30 & Ricmond Rd,102 Richmond Ranch Rd,Texarkana,TX,75503-1081,33.4581976,-94.0901373,Bowie County
Bee Cave,NWC Rt 71 & FM 620,3702 Ranch Rd 620 S,Bee Cave,TX,78738-6304,30.3163585,-97.9543598,Travis County
Greeley,NEC US 34 BYP & 47th Ave,4400 Centerplace Dr,Greeley,CO,80634-3756,40.394383,-104.7499539,Weld County
American Fork,NEC I-15 & W Main St,608 W Main St,American Fork,UT,84003-9762,40.3789022,-111.815943,Utah County
Chula Vista East,NWC E Lake Pkwy & Otay Lakes Rd,910 Eastlake Pkwy,Chula Vista,CA,91914-3558,32.650843,-116.9680202,San Diego County
El Centro,SEC Imperial Ave & Cruikshank Dr,2295 N Imperial Ave,El Centro,CA,92243-1335,32.8136845,-115.5670691,Imperial County
Riverhead,NWC Rt 58 & Roanoke Ave,1150 Old Country Rd,Riverhead,NY,11901-2073,40.9332571,-72.6801556,Suffolk County
Antioch Slatten Ranch,NEC Lone Tree Way & Slatten Ranch Rd,5769 Lone Tree Way,Antioch,CA,94531-8587,37.964507,-121.7378653,Contra Costa County
Clearwater,SEC US 19 & SR 60,2747 Gulf To Bay Blvd,Clearwater,FL,33759-3945,27.9584761,-82.7239382,Pinellas County
Manhattan,NWC Fort Riley Blvd & Seth Child Rd,800 Commons Pl,Manhattan,KS,66503-3001,39.1712838,-96.605856,Riley County
Clifton,SWC Rte 3 & River Rd,30 Kingsland Rd,Clifton,NJ,07014-1904,40.8244106,-74.1351667,Passaic County
Howell Township,NEC Rte 9 & Lanes Mill Rd,4955 US Highway 9,Howell,NJ,07731-3750,40.1312697,-74.2194543,Monmouth County
Garner East,SWC US 70 & I-40,1040 Timber Dr E,Garner,NC,27529-6913,35.6869338,-78.5795165,Wake County
Montgomery,SEC I-85 & Taylor Rd,2576 Berryhill Rd,Montgomery,AL,36117-3564,32.3605232,-86.1599629,Montgomery County
Raleigh NE,SEC Old Wake Forest Rd & Triangle,7900 Old Wake Forest Rd,Raleigh,NC,27616-3319,35.8662552,-78.567807,Wake County
Chantilly,SWC US 50 & Rte 28,14391 Chantilly Crossing Ln,Chantilly,VA,20151-2118,38.8948483,-77.4453026,Fairfax County
Bridgeport,NWC I-79 & Rt. 24,2800 Meadowbrook Mall,Bridgeport,WV,26330-9795,39.3112286,-80.2737673,Harrison County
North Charleston,SEC Rivers Av & Ashley Phosphate Rd,7250 Rivers Ave,North Charleston,SC,29406-4625,32.9342808,-80.0360211,Charleston County
Queensbury,SEC Aviation Rd & Hwy 87,578 Aviation Rd,Queensbury,NY,12804-1803,43.3266733,-73.6776609,Warren County
Champlin,SEC US 169 & 120th Ave,11990 Business Park Blvd N,Champlin,MN,55316-2005,45.1726408,-93.3877803,Hennepin County
Blaine,SEC Central Ave & 109th Ave,1500 109th Ave NE,Blaine,MN,55449-4670,45.1651076,-93.2328036,Anoka County
Savage,SEC Hwy 13 & Cty Rd 42,14333 Hwy 13,Savage,MN,55378-2153,44.7441294,-93.3769705,Scott County
Upland,SEC Campus Ave & I-210,1931 Campus Ave,Upland,CA,91784-1667,34.1332767,-117.6408127,San Bernardino County
Millbury,SWC Rte 146 & Rte 122A,70 Worcester Providence Tpke #100,Millbury,MA,01527-2652,42.1936259,-71.7746663,Worcester County
Cedar Hill,SWC US 67 & Pleasant Run Rd,739 N Highway 67,Cedar Hill,TX,75104-2142,32.6030695,-96.9368143,Dallas County
Baybrook,SWC Bay Area Blvd & Glenwest Dr,1801 W Bay Area Blvd,Webster,TX,77598-3403,29.5360368,-95.1514026,Harris County
Chandler West Santan,SWC Price Rd & Frye Rd,3425 W Frye Rd,Chandler,AZ,85226-5008,33.2956722,-111.8998287,Maricopa County
Hadley,SEC S Maple St & Rt 9,367 Russell St,Hadley,MA,01035-9456,42.3564688,-72.5477399,Hampshire County
Stateline,SEC State Line Rd & 135th St,1201 W 136th St,Kansas City,MO,64145-1647,38.8795241,-94.6063903,Jackson County
Macedonia,SWC SR 82 & SR 8,8282 Golden Link Blvd,Northfield,OH,44067-2067,41.3112931,-81.5275751,Summit County
Overland Park South,SWC US 69 & 151st St,8101 W 151st,Overland Park,KS,66223-2113,38.8531394,-94.6825641,Johnson County
Riverside SE,SWC Canyon Springs Pkwy & Day St,2755 Canyon Springs Pkwy,Riverside,CA,92507-0932,33.9386013,-117.2824538,Riverside County
Cordova,SWC N Germantown Pkwy & Trinity Rd,475 N Germantown Pkwy,Cordova,TN,38018-6209,35.1384037,-89.7986485,Shelby County
Wilkes-Barre,SEC Mundy St & Highland Blvd,3400 Wilkes-Barre Township Commons,Wilkes-Barre Township,PA,18702-6832,41.23758,-75.8446403,Luzerne County
Lemon Grove,SWC SR 94 & College Ave,3424 College Ave,San Diego,CA,92115-7134,32.741007,-117.055583,San Diego County
Wilsonville,SEC I-5 & SW Ellingsen Rd,25925 SW Heather Pl,Wilsonville,OR,97070-5785,45.3326661,-122.7673942,Washington County
Nora Plaza,NEC 86th St & Evergreen Ave,1300 E 86th St Ste 35,Indianapolis,IN,46240-1990,39.9142824,-86.1370256,Marion County
Atlantic Terminal,NEC FlatbushAve & AtlanticAve,139 Flatbush Ave,Brooklyn,NY,11217-1403,40.6845887,-73.9769192,Kings County
Addison,SEC Belt Line Rd & Marsh Lane,3730 Belt Line Rd,Addison,TX,75001-4301,32.9509411,-96.8542955,Dallas County
Gilroy,SEC Hwy 152 & US 101,6705 Camino Arroyo,Gilroy,CA,95020-7075,36.9998661,-121.5547621,Santa Clara County
San Antonio SE,NWC Goliad & SE Military Dr,3227 SE Military Dr,San Antonio,TX,78223-3876,29.354027,-98.4360479,Bexar County
Ortega,NEC US 17 & US Naval Air Station,6331 Roosevelt Blvd,Jacksonville,FL,32244-3303,30.2355134,-81.6945107,Duval County
Rockville,NEC Rockville Pike & Randolph Rd,5700 Bou Ave,Rockville,MD,20852-1663,39.0561853,-77.1147832,Montgomery County
Bangor,NEC Stillwater Ave & Hogan Rd,60 Longview Dr,Bangor,ME,04401-3629,44.8420426,-68.7423551,Penobscot County
Poughkeepsie,SWC Old Post Rd & Rte 9,2001 South Rd,Poughkeepsie,NY,12601-5978,41.624351,-73.9204922,Dutchess County
Stafford,NWC I-95 & Rt 610,1090 Stafford Market Pl,Stafford,VA,22556-4523,38.4687194,-77.407966,Stafford County
Charlottesville,NWC US 29 & Timberwood Blvd,312 Connor Dr,Charlottesville,VA,22911-5605,38.1289566,-78.4407637,Albemarle County
Lakeland North,NEC US 98 & Sharon Dr,4005 US Highway 98 N,Lakeland,FL,33809-3815,28.0928199,-81.9706041,Polk County
Oklahoma City NW,SWC Northwest Expy & Rockwell Ave,8315 N Rockwell Ave,Oklahoma City,OK,73132-4220,35.5556072,-97.6394889,Oklahoma County
Sherman,SWC US 75 & Loy Lake Rd,4160 Town Center Rd,Sherman,TX,75092-2567,33.6801479,-96.6127661,Grayson County
Stockton North,SWC I-5 & Eight Mile Rd,10424 Trinity Parkway,Stockton,CA,95219-7225,38.0519837,-121.3720867,San Joaquin County
Tucson SE,NEC Harrison Rd & 22nd St,9615 E Old Spanish Trl,Tucson,AZ,85748-7540,32.2075904,-110.7861291,Pima County
